parameter_set,model_type,condition,reference_condition,feature_id,Q_Ah,tau_factor_set,omega_tau_set,period_s,phase_norm,cycle_count,delta_x_inst,x_DCAC_cycle_mean,x_DC_window_mean,delta_x_cycle_mean,x_DCAC_cycle_amp,window_valid
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.1594476680737809,0.5,2.0,114.09175086262731,0.18006755213045417,24.180067552130456,-0.0021882836101334326,-0.0211747630126695,-0.021621360943162377,0.00044659793049287716,0.022142779753395514,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.1594476680737809,0.5,2.0,114.09175086262731,0.18006755213045417,24.180067552130456,0.006596656664681375,0.034041730005783505,0.02638824757957645,0.007653482426207055,0.007043012482220723,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-5.699453623297934e-05,0.273438146312866,0.27636598654839506,-0.0029278402355290556,0.010463156842317078,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.003858313855794493,0.2782917570152061,0.28131571936340377,-0.003023962348197684,0.018734072559629278,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.011698232636586592,0.30073494209628626,0.29842010388329515,0.0023148382129911105,0.023641933754814604,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.0003130486424013368,0.26667978977711165,0.27211221045736256,-0.0054324206802509045,0.016610287010233094,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,3.8035971478556085e-05,0.6890746960006052,0.6871207675181444,0.001953928482460787,0.00698271030043407,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-0.009132352166042246,0.6674942598212125,0.6654986748994265,0.0019955849217859756,0.02626309258376569,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-15.738727174627229,983.4171160085091,982.9826073788291,0.43450862967995363,38.58091866238067,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,354.1281935222728,368.0889256777191,355.39601502781005,12.692910649909038,750.902563189625,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-0.006104452142008811,-0.025835716919862237,-0.03713971382446342,0.011303996904601182,0.13443568492342237,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.00022082073217584474,0.0033522651041258595,0.0038251093298865132,-0.0004728442257606537,0.017569755772162576,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-0.04898692028817725,-0.4091435532731672,-0.44647414944642494,0.037330596173257735,2.0833125752032853,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.05546390475577678,0.4632399874633525,0.5055063587471584,-0.04226637128380595,2.3587653514013285,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.0,298.1500000000001,298.1500000000001,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.003915308392027497,0.004853610702340131,0.00494973281500866,-9.612211266852872e-05,0.01251570416169373,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,-0.009170388137520788,-0.02158043617939272,-0.02162209261871813,4.165643932541041e-05,0.022136229242781913,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.1994246542435218,0.5,2.0,114.09175086262731,0.4925133500879229,24.492513350087926,0.011385183994185206,0.03405515231917473,0.026307893425932587,0.00774725889324214,0.007385479119770666,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-6.2660590918584e-05,0.28060963592820326,0.28323365181251625,-0.0026240158843129913,0.010692728648892369,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.00586159441995443,0.2852452896518678,0.28818338462752624,-0.002938094975658445,0.020836470102970794,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.014121415976239449,0.3076078286213044,0.30534613747309,0.002261691148214451,0.026056056014509,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.0022866222891481103,0.273792765339322,0.2789980550947253,-0.005205289755403297,0.018672475308035397,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,4.1817279453182366e-05,0.6842887183878125,0.6825375506456071,0.0017511677422054062,0.007135917735114017,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-0.011004627593743432,0.6632066399030164,0.6609149044624464,0.002291735440570042,0.02826622343553742,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-18.564746278722737,984.3521160568301,983.0002502266556,1.3518658301745745,38.51994312708746,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,397.44276236419853,349.050555218144,355.06511932910615,-6.014564110962169,750.9068728896814,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-0.0373044866616836,-0.025366734702752195,-0.036903146542099,0.011536411839346807,0.13365021397578875,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.004606194966469659,0.0033040030663036854,0.0038124482311847822,-0.0005084451648810968,0.017501481118246787,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-0.6021373103669758,-0.4042188622785935,-0.44647414944649727,0.04225528716790378,2.083546140655211,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.6817469960023248,0.45766476009612156,0.5055063587477319,-0.047841598651610306,2.3590287834527928,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.005924255010872991,0.004635653723664517,0.004949732815009905,-0.00031407909134538795,0.012513017614570465,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,-0.011046444873196639,-0.021082078484796048,-0.02162264618316074,0.0005405676983646912,0.02212902124780347,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.2394016404132626,0.5,2.0,114.09175086262731,0.4018205264546936,25.401820526454696,0.011834793687091349,0.03381506328198245,0.026348082378364692,0.0074669809036177585,0.007452063393042996,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-5.513172660759347e-05,0.28831149121074157,0.2899312392414697,-0.0016197480307281187,0.010695786642318295,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.006197351700696019,0.29299348678590276,0.2948809720564815,-0.0018874852705787482,0.021087942267896564,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.014198712230286792,0.31568306273243596,0.31221398006851003,0.0034690826639259265,0.026607226733619038,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.0028923483003800987,0.2815551973954158,0.2856709657077582,-0.004115768312342394,0.018855399896490765,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,3.679280365076476e-05,0.6791487950334835,0.6780678372089257,0.001080957824557749,0.0071379585228533715,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-0.010358246362204504,0.6579421549838322,0.6564447831790694,0.001497371804762837,0.028272975912246645,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-17.29473811555681,984.1876124329457,983.0274991479646,1.1601132849810938,38.421166161243264,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,357.419534354186,351.69353987648543,354.52325707030735,-2.8297171938219208,746.8368337103269,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-0.047476167449040846,-0.02514958271668926,-0.03668048871012075,0.01153090599343149,0.1329694298119228,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.006759639870442235,0.0032853047605418953,0.0038006469609198857,-0.0005153422003779905,0.01743684142501989,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-0.8718770550332953,-0.40272395912305714,-0.4464741494462729,0.043750190323215754,2.0825727982755375,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.98715546218443,0.4559719054387251,0.5055063587485548,-0.04953445330982964,2.357927762167583,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.0,298.1500000000001,298.1500000000001,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.006252483427303565,0.0046819955751610754,0.004949732815011816,-0.0002677372398507405,0.012519081515693864,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,-0.010395039165855262,-0.02120664004965109,-0.021623054029856422,0.000416413980205331,0.02214076598781145,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.2793786265830036,0.5,2.0,114.09175086262731,0.34217774976332976,26.34217774976333,0.011306363929906717,0.034127865337020155,0.026543014360751863,0.0075848509762682925,0.00792573442284178,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-5.461069797924045e-05,0.2960279725512933,0.2969729424445287,-0.0009449698932353923,0.010697595058601794,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.005773588871648638,0.30073425003987714,0.30192267525957306,-0.001188425219695921,0.021082595294780793,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.013206052109387967,0.3240246333576812,0.3195728183684542,0.004451814989227032,0.02695494510766433,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.002856377405759003,0.2892138644011472,0.2926291384885305,-0.003415274087383291,0.018724798785352492,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,3.6445089091841076e-05,0.6739991108079867,0.673368474078887,0.0006306367290996873,0.007139165390644631,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-0.008619301584244954,0.6527682488985642,0.6517450967533379,0.0010231521452263026,0.0282720502092364,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-14.23445059468827,984.2274230693147,983.0644118927694,1.1630111765452966,38.41114342044682,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,283.00395287455603,351.6570360040779,353.7727731963711,-2.1157371922931816,742.3152297213952,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-0.05116208525388352,-0.02551198027789063,-0.03645484632768389,0.010942866049793262,0.13227174447128048,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.007896093211565237,0.003328016737310712,0.003788785023576446,-0.00046076828626573406,0.017367540811346505,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-1.0055448088732244,-0.40952578475934404,-0.44647414981558614,0.036948365056242105,2.0825971691178875,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,1.1384965858467995,0.4636732683326506,0.5055063583579829,-0.041833090025332254,2.357955355290022,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.005828199569627871,0.004706277488583827,0.00494973281504427,-0.00024345532646044294,0.012520705454686532,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,-0.008655746673336729,-0.02123086190942266,-0.02162337732554884,0.00039251541612618165,0.02215630393105983,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.3193556127527444,0.5,2.0,114.09175086262731,0.29129325810930135,27.2912932581093,0.010349674703628936,0.034810768956533976,0.026943679879923795,0.00786708907661018,0.008422477692563712,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-4.245855882450966e-05,0.3039348815489244,0.30383965461918255,9.522692974184288e-05,0.010700759694679984,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.00485367532202563,0.3087558200630008,0.30878938743420187,-3.3567371201082e-05,0.021099169921909744,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_max_surface_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.011644755798672357,0.33301317042212897,0.32689786622070627,0.0061153042014227,0.02735440280752699,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_min_surface_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.002342824084214934,0.29701409810742396,0.2993486008158821,-0.0023345027084581416,0.018595385635933936,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,2.833521665779326e-05,0.6687223424545723,0.6687858932617715,-6.355080719921968e-05,0.007141277347607944,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_avg_surface_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-0.006200322044331741,0.6473150917727785,0.6471622795426255,0.00015281223015295442,0.028299505400984137,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_mean,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-9.976126071629778,984.0161849629901,983.1062836838818,0.9099012791083396,38.34992911933,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,elyte_c_range,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,187.04519904167262,355.5360920472891,352.91223578634725,2.6238562609418636,743.636954948079,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_n_mean,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-0.05120229538254855,-0.02676467930661796,-0.03624316861842012,0.00947848931180216,0.13185335752757255,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,eta_p_mean,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.008307058904204231,0.0034832253839648837,0.0037777269811187786,-0.0002945015971538949,0.01732898172386843,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_n_mean_signed,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-1.0408110382756706,-0.4290284640490473,-0.4464741507700732,0.017445686721025866,2.083258449429523,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,j_p_mean_signed,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,1.1784256699789921,0.48575439274653204,0.5055063565628172,-0.019751963816285134,2.3587040691916505,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,cell_temperature_K,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.0,298.15000000000003,298.1500000000001,-5.684341886080802e-14,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,total_heating_mean,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.0,0.0,0.0,0.0,0.0,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_minus_avg_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.004896133880850173,0.004820938514076385,0.004949732815019239,-0.00012879430094285375,0.012514068944729062,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,pos_surface_minus_avg_sto,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,-0.00622865726098959,-0.02140725068179363,-0.02162361371914582,0.00021636303735218798,0.022150580271404152,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_surface_sto_range,1.3593325989224854,0.5,2.0,114.09175086262731,0.24320319029155005,28.24320319029155,0.009301931714457427,0.03599907231470499,0.027549265404824254,0.008449806909880737,0.008962359224475469,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_sto,1.3993095850922261,0.5,2.0,114.09175086262731,0.19470272169321215,29.19470272169321,-4.8570444578122096e-05,0.31165258749284297,0.3107063653832428,0.0009462221096001588,0.01068849007621997,True
Chen2020,DFN,Chen2020_DFN_hier_DC03_AC07_0p5tauSet,Chen2020_DFN_hier_DC03,neg_avg_surface_sto,1.3993095850922261,0.5,2.0,114.09175086262731,0.19470272169321215,29.19470272169321,0.0034514142325454134,0.3164080081598391,0.31565609819825047,0.0007519099615886371,0.021084478865610046,True
