parameter_set,pair_id,Q_Ah,Q_frac_nominal_increment,SOC_nominal_est,t_DC_model_s,t_DCAC_model_s,delta_t_model_s,delta_t_model_min,t_DC_geom_s,t_DCAC_geom_s,delta_t_geom_s,delta_t_geom_min,delta_t_resid_s,delta_t_resid_min,q_window_lo_Ah,q_window_hi_Ah,q_margin_Ah,dt_geom_resolution_s
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,2.9434891157583545,0.5886978231516709,0.6386978231516709,7064.37387782005,6573.9474357710815,490.42644204896897,8.173774034149483,7064.373877820051,6573.940539011663,490.4333388083887,8.173888980139813,-0.006896759419760201,-0.00011494599032933669,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,2.978593919656606,0.5957187839313212,0.6457187839313212,7148.625407175854,6630.948356122001,517.6770510538527,8.627950850897545,7148.625407175855,6630.92096218421,517.7044449916448,8.628407416527413,-0.02739393779211241,-0.00045656562986854017,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.013698723554857,0.6027397447109715,0.6527397447109715,7232.8769365316575,7094.782347515313,138.0945890163448,2.301576483605747,7232.8769365316575,7094.782638540883,138.09429799077407,2.301571633179568,0.0002910255707320175,4.850426178866959e-06,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.0488035274531082,0.6097607054906217,0.6597607054906217,7317.128465887459,7121.331907536032,195.79655835142694,3.263275972523782,7317.12846588746,7121.3309782501865,195.79748763727366,3.2632914606212275,-0.00092928584672336,-1.5488097445389334e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.0839083313513598,0.616781666270272,0.666781666270272,7401.379995243264,7146.8018109332,254.578184310064,4.242969738501066,7401.379995243264,7146.799791958499,254.58020328476505,4.243003388079417,-0.002018974701059051,-3.364957835098418e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.119013135249611,0.6238026270499222,0.6738026270499222,7485.631524599066,7172.200821217417,313.43070338164944,5.223845056360824,7485.631524599065,7172.1979950710565,313.4335295280089,5.223892158800148,-0.002826146359439008,-4.7102439323983467e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.1541179391478624,0.6308235878295725,0.6808235878295725,7569.88305395487,7198.5139742719975,371.3690796828723,6.189484661381205,7569.88305395487,7198.509609313371,371.3734446414992,6.189557410691653,-0.0043649586268657,-7.274931044776167e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.1892227430461135,0.6378445486092227,0.6878445486092227,7654.1345833106725,7227.079860953576,427.0547223570966,7.11757870595161,7654.1345833106725,7227.07328924697,427.0612940637029,7.1176882343950485,-0.006571706606337102,-0.00010952844343895171,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.224327546944365,0.644865509388873,0.694865509388873,7738.386112666476,7260.479648540203,477.906464126273,7.965107735437884,7738.386112666476,7260.471030137128,477.9150825293482,7.965251375489136,-0.00861840307516104,-0.000143640051252684,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.259432350842616,0.6518864701685232,0.7018864701685232,7822.637642022279,7307.273627904887,515.3640141173919,8.589400235289865,7822.63764202228,7307.255930263992,515.3817117582876,8.58969519597146,-0.01769764089567616,-0.0002949606815946026,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.2945371547408673,0.6589074309481735,0.7089074309481735,7906.889171378082,7784.470412425149,122.41875895293288,2.040312649215548,7906.889171378081,7784.470620188079,122.41855119000229,2.0403091865000382,0.00020776293058588635,3.4627155097647726e-06,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.329641958639119,0.6659283917278238,0.7159283917278239,7991.140700733885,7811.542518439479,179.5981822944059,2.9933030382400982,7991.140700733886,7811.541714262536,179.59898647135014,2.9933164411891693,-0.0008041769442570512,-1.3402949070950853e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.36474676253737,0.672949352507474,0.722949352507474,8075.3922300896875,7837.201981280799,238.1902488088881,3.969837480148135,8075.3922300896875,7837.200288244954,238.19194184473326,3.9698656974122213,-0.0016930358451645589,-2.821726408607598e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.3998515664356215,0.6799703132871243,0.7299703132871244,8159.643759445492,7862.526979412245,297.11678003324687,4.951946333887448,8159.643759445491,7862.5241819044,297.1195775410906,4.951992959018177,-0.0027975078437521006,-4.6625130729201676e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.4349563703338726,0.6869912740667745,0.7369912740667746,8243.895288801294,7888.475584023252,355.4197047780417,5.923661746300695,8243.895288801294,7888.4716508935,355.4236379077938,5.9237272984632305,-0.003933129752113018,-6.555216253521697e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.4700611742321237,0.6940122348464247,0.7440122348464248,8328.146818157096,7916.236003698304,411.91081445879263,6.8651802409798774,8328.146818157096,7916.231246144788,411.9155720123081,6.865259533538468,-0.004757553515446489,-7.929255859077482e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.5051659781303752,0.701033195626075,0.7510331956260751,8412.3983475129,7947.877044403141,464.5213031097601,7.742021718496002,8412.3983475129,7947.87111230682,464.52723520608106,7.742120586768018,-0.005932096320975688,-9.886827201626147e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.5402707820286263,0.7080541564057252,0.7580541564057253,8496.649876868703,7989.014420475373,507.63545639333006,8.460590939888835,8496.649876868703,7989.000007786511,507.6498690821927,8.460831151369879,-0.014412688862648793,-0.00024021148104414654,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.575375585926878,0.7150751171853755,0.7650751171853756,8580.901406224506,8473.929334264121,106.97207196038471,1.782867866006412,8580.901406224508,8473.928598645778,106.97280757872977,1.7828801263121627,-0.0007356183450610843,-1.226030575101807e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.610480389825129,0.7220960779650258,0.7720960779650259,8665.15293558031,8501.647094686852,163.5058408934583,2.725097348224305,8665.15293558031,8501.646397961478,163.50653761883223,2.7251089603138703,-0.0006967253739276202,-1.1612089565460337e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.6455851937233805,0.7291170387446761,0.7791170387446762,8749.404464936113,8527.577056305132,221.82740863098115,3.6971234771830193,8749.404464936113,8527.575547988483,221.8289169476302,3.6971486157938367,-0.0015083166490512667,-2.513861081752111e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.6806899976216316,0.7361379995243263,0.7861379995243264,8833.655994291916,8552.899905338152,280.75608895376354,4.679268149229392,8833.655994291916,8552.897360102334,280.75863418958215,4.679310569826369,-0.0025452358186157653,-4.242059697692942e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.7157948015198827,0.7431589603039765,0.7931589603039766,8917.907523647718,8578.573047576836,339.3344760708824,5.655574601181373,8917.907523647718,8578.569372609902,339.3381510378167,5.655635850630278,-0.003674966934340773,-6.124944890567955e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.7508996054181343,0.7501799210836269,0.8001799210836269,9002.159053003523,8605.679006964474,396.48004603904883,6.60800076731748,9002.159053003523,8605.6744255685,396.48462743502205,6.608077123917034,-0.004581395973218605,-7.635659955364341e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.7860044093163854,0.757200881863277,0.8072008818632771,9086.410582359325,8635.927688950529,450.4828934087964,7.50804822347994,9086.410582359325,8635.92256981053,450.4880125487962,7.5081335424799365,-0.005119139999806066,-8.531899999676776e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.821109213214637,0.7642218426429274,0.8142218426429274,9170.662111715128,8673.315418144935,497.34669357019266,8.28911155950321,9170.662111715128,8673.303886181102,497.35822553402613,8.289303758900436,-0.011531963833476766,-0.00019219939722461276,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.856214017112888,0.7712428034225776,0.8212428034225776,9254.91364107093,8744.10023428346,510.81340678747074,8.513556779791179,9254.91364107093,8744.065868957003,510.84777211392793,8.514129535232133,-0.03436532645719126,-0.0005727554409531877,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.8913188210111396,0.7782637642022279,0.8282637642022279,9339.165170426735,9191.617543274278,147.5476271524567,2.459127119207612,9339.165170426735,9191.617143256866,147.54802716986887,2.459133786164481,-0.00040001741217565723,-6.666956869594287e-06,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.9264236249093907,0.7852847249818782,0.8352847249818782,9423.416699782538,9217.90662585423,205.51007392830797,3.425167898805133,9423.416699782538,9217.905043269659,205.5116565128792,3.425194275214653,-0.001582584571224288,-2.63764095204048e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.9615284288076418,0.7923056857615284,0.8423056857615284,9507.66822913834,9243.299138164437,264.36909097390344,4.406151516231724,9507.66822913834,9243.296938281943,264.37129085639754,4.406188180939959,-0.002199882494096528,-3.666470823494213e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,3.9966332327058933,0.7993266465411787,0.8493266465411787,9591.919758494145,9268.778087947101,323.14167054704376,5.385694509117396,9591.919758494145,9268.774648070726,323.1451104234184,5.385751840390307,-0.0034398763746139593,-5.733127291023266e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.031738036604144,0.8063476073208289,0.8563476073208289,9676.171287849947,9295.355041097353,380.81624675259445,6.346937445876574,9676.171287849946,9295.350290602179,380.8209972477671,6.347016620796118,-0.0047504951726295985,-7.917491954382665e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.066842840502396,0.8133685681004792,0.8633685681004792,9760.42281720575,9324.485288071868,435.937529133882,7.2656254855647,9760.422817205752,9324.478980195934,435.9438370098178,7.265730616830297,-0.0063078759358177194,-0.00010513126559696199,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.101947644400647,0.8203895288801293,0.8703895288801293,9844.674346561553,9359.1705010757,485.50384548585316,8.091730758097553,9844.674346561553,9359.160214816613,485.51413174493973,8.091902195748995,-0.010286259086569771,-0.0001714376514428295,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.137052448298898,0.8274104896597796,0.8774104896597796,9928.925875917355,9411.137004147045,517.7888717703099,8.629814529505165,9928.925875917357,9411.114823543277,517.8110523740797,8.630184206234663,-0.02218060376981157,-0.0003696767294968595,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.172157252197149,0.8344314504394298,0.8844314504394298,10013.177405273156,9881.421654607466,131.75575066569036,2.195929177761506,10013.177405273158,9881.421862587038,131.75554268611995,2.1959257114353323,0.00020797957040485926,3.466326173414321e-06,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.2072620560954,0.8414524112190801,0.8914524112190801,10097.42893462896,9908.168419779777,189.2605148491839,3.154341914153065,10097.42893462896,9908.167094829703,189.26183979925736,3.1543639966542893,-0.0013249500734673347,-2.208250122445558e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.242366859993652,0.8484733719987304,0.8984733719987305,10181.680463984765,9933.704931661845,247.97553232292012,4.132925538715336,10181.680463984765,9933.702990635446,247.97747334931955,4.132957889155326,-0.0019410263994359411,-3.2350439990599016e-05,0.1,4.2774716638919035,0.1,0.25
Chen2020,P01_0p3DC_vs_0p3p0p7_10tau,4.2774716638919035,0.8554943327783807,0.9054943327783808,10265.93199334057,9959.065601214746,306.86639212582304,5.114439868763717,10265.931993340568,9959.062500846687,306.8694924938809,5.114491541564681,-0.0031003680578578496,-5.1672800964297494e-05,0.1,4.2774716638919035,0.1,0.25
