protocol_pair,Q_Ah,dt_raw_s,dt_geom_prescribed_s,dt_resid_prescribed_s,dt_geom_fitted_s,dt_resid_fitted_s,fit_status,I0_fit_A,A_fit_A,f_meta_Hz,f_fit_Hz,f_fit_rel_error_ppm,phi_fit_rad,fit_rmse_A
0.3C DC vs 0.3C+0.7C 0.1tau,2.02,1.1574035769890543,0.1066583339852513,1.050745243003803,6.383380847570152,-5.225977270581097,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.03,1.3481338903702635,0.392549258195686,0.9555846321745776,6.460972446722735,-5.112838556352472,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.04,1.4409654337841857,0.6782563916167419,0.7627090421674438,6.554068134514637,-5.113102700730451,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.05,-2.3467362846258766,0.962410408514188,-3.3091466931400646,6.666405593380659,-9.013141878006536,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.06,-2.0380303088404617,1.2436633714323762,-3.281693680272838,6.779174657795011,-8.817204966635472,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.07,-1.7419442704913308,1.513028188151111,-3.254972458642442,6.887632754752303,-8.629577025243634,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.08,-1.4171861161703418,1.7713963668529686,-3.1885824830233105,6.998518115302431,-8.415704231472773,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.09,-1.088987057556551,2.010149609788641,-3.099136667345192,7.0968549688759595,-8.18584202643251,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.0999999999999996,-0.7621302703237234,2.218205302345268,-2.9803355726689915,7.167077106483703,-7.929207376807426,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.11,-0.4339974975255245,2.376453195420254,-2.8104506929457784,7.22392619871971,-7.657923696245234,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.1199999999999997,-0.11819789413675608,2.449007987170262,-2.567205881307018,7.265905621914499,-7.384103516051255,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.13,0.19211693574925448,2.360062913586262,-2.1679459778370074,7.275957196155105,-7.08384026040585,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.1399999999999997,0.49215608093982155,-1.121638861700376,1.6137949426401974,7.206671883255694,-6.714515802315873,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.15,0.7821034496082575,-0.8609763242038753,1.6430797738121328,7.121478564710742,-6.339375115102484,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.1599999999999997,1.0551476163818734,-0.590108932554358,1.6452565489362314,7.0288567551651795,-5.973709138783306,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.17,1.2105040105725493,-0.3125040932809497,1.523008103853499,6.9500891148254595,-5.73958510425291,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.1799999999999997,0.8405388670880711,-0.0307022780280021,0.8712411451160733,6.888446427125018,-6.047907560036947,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.19,-2.489895447976778,0.2533301283892797,-2.743225576366058,6.905445618936028,-9.395341066912806,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.1999999999999997,-2.199338808554785,0.5379721181816421,-2.737310926736427,6.953777976148558,-9.153116784703343,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.21,-1.901456325666004,0.821788187612583,-2.723244513278587,7.016212156438996,-8.917668482105,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.22,-1.5904287032608408,1.1034051327123962,-2.693833835975056,7.091235364628119,-8.68166406788896,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.23,-1.2739982100756606,1.3814046511088236,-2.655402861184484,7.1891082750316855,-8.463106485107346,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.24,-0.9564368386927526,1.6542158105903582,-2.61065264928493,7.300924040407153,-8.257360879099906,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.25,-0.6411984705418945,1.9199922208536009,-2.5611906913954954,7.413589165561461,-8.054787636103356,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.26,-0.3260955582900351,2.1764558645463694,-2.5025514228364045,7.5258101416711725,-7.851905699961208,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.27,-0.018029758016382402,2.362056660516828,-2.3800864185332102,7.636290117616227,-7.654319875632609,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.28,0.2832233207682293,2.4529274971737323,-2.169704176405503,7.74131234422839,-7.458089023460161,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.29,0.5653436895290724,2.3605186815048,-1.7951749919757276,7.810061496192247,-7.244717806663175,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.3,0.8281203655024001,-1.239058720731009,2.067179086233409,7.865122352708568,-7.0370019872061675,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.31,1.0438067834656977,-0.9850250509034596,2.028831834369157,7.905007806989488,-6.86120102352379,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.32,1.1828652979211256,-0.720030137467802,1.9028954353889276,7.926359691813559,-6.743494393892433,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.33,1.1342560704670177,-0.4475127329897077,1.5817688034567254,7.8545829247650545,-6.720326854298037,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.34,-2.3663680799327267,-0.170037099502224,-2.1963309804305027,7.767450845367421,-10.133818925300147,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.35,-2.0697327576126554,0.1103839257011713,-2.180116683313827,7.673786581059176,-9.743519338671831,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.36,-1.75424568193921,0.3920736110594589,-2.146319292998669,7.597218209928542,-9.351463891867752,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.3699999999999997,-1.4344048590992315,0.6735365190397715,-2.107941378139003,7.5381979882586165,-8.972602847357848,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.38,-1.1182558206819522,0.953335592381336,-2.071591413063288,7.543644238383422,-8.661900059065374,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.3899999999999997,-0.8007004063638306,1.22998161421674,-2.0306820205805707,7.593947821504116,-8.394648227867947,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.4,-0.4874066271841002,1.5018191077742813,-1.9892257349583815,7.658043187231669,-8.14544981441577,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.4099999999999997,-0.17744052974558144,1.7668923731362156,-1.944332902881797,7.734414624850615,-7.911855154596196,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.42,0.12903066292165022,2.0227710106755694,-1.8937403477539192,7.827054817249518,-7.698024154327868,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.4299999999999997,0.4254393413084472,2.266304406179188,-1.8408650648707408,7.939206446417302,-7.513767105108855,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.44,0.7117810039671895,2.4932553475264285,-1.781474343559239,8.05195957540127,-7.34017857143408,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.4499999999999997,0.9753151525856083,2.4998993812641856,-1.5245842286785771,8.164020608131977,-7.188705455546369,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.46,1.204213818822609,-1.3692463024108292,2.5734601212334383,8.27409051675204,-7.0698766979294305,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.47,1.3787592118642351,-1.119446854798298,2.498206066664352,8.380857646265213,-7.002098434400978,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.48,-2.5573111300145683,-0.8582926547551324,-1.699018475259436,8.453739795841102,-11.01105092585567,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.49,-2.264957677831262,-0.5891103228605061,-1.675847354968937,8.506988037486735,-10.771945715317997,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.5,-1.9601721709350386,-0.3144203552583349,-1.6457518156767037,8.544756745721315,-10.504928916656354,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.51,-1.6466591429743858,-0.0362275176885305,-1.6104316252858553,8.565658429626637,-10.212317572601023,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.52,-1.324818380526267,0.243780317101482,-1.568598697627749,8.50299300599545,-9.827811386521716,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.53,-1.001375829691824,0.5240850637692347,-1.5254608934610587,8.413979875133009,-9.415355704824833,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.54,-0.6703727810763667,0.8032178843695874,-1.473590665445954,8.318034782196264,-8.98840756327263,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.55,-0.34315637212966976,1.0796470397526718,-1.4228034118823416,8.243712250705357,-8.586868622835027,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.56,-0.02032786243216833,1.351658180477898,-1.3719860429100663,8.187325183800567,-8.207653046232736,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.57,0.292716639880382,1.6172094717403525,-1.3244928318599705,8.181277664391018,-7.888561024510636,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.58,0.59573070942497,1.8737378321111464,-1.2780071226861764,8.233531783682338,-7.637801074257368,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.59,0.8847976911511068,2.117879614999765,-1.2330819238486583,8.299267621556282,-7.4144699304051755,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.6,1.163467254191346,2.345043727338634,-1.1815764731472882,8.376968135778952,-7.213500881587606,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.61,1.3556402203685138,2.548725134533015,-1.1930849141645012,8.465117002713669,-7.109476782345155,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.6199999999999997,1.2176439654795104,2.311027264859149,-1.0933832993796386,8.577561684700413,-7.359917719220903,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.63,-2.3898907487910037,-1.2619680250190868,-1.127922723771917,8.690399061906646,-11.08028981069765,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.6399999999999997,-2.0980434100638377,-1.0029797040078847,-1.095063706055953,8.802296108337032,-10.90033951840087,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.65,-1.86364628283809,-0.7278490491135017,-1.1357972337245883,8.911951099431462,-10.775597382269552,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.6599999999999997,-1.5766705951937183,-0.4394734849975066,-1.1371971101962115,9.014686553427964,-10.591357148621682,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 0.1tau,2.67,14.681683679262278,-14.004154388710958,28.685838067973236,10.317699300472668,4.36398437878961,ok,1.0209774139324814,0.31916477298870594,0.1433828316143201,0.14329210661783168,-632.746581072352,2.5609499185401963,1.6672616173457946
0.3C DC vs 0.3C+0.7C 10tau,0.05,84.56764408565307,80.6513698090119,3.9162742766411753,84.05649702361458,0.5111470620384893,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.06,107.29545206950064,103.26184562419044,4.0336064453102125,106.76282602200675,0.532626047493892,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.07,130.66612378575985,126.5453908354968,4.120732950263061,130.11572216228973,0.5504016234701226,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.08,154.50772004421265,150.32371383137772,4.18400621283493,153.9444591528381,0.56326089137454,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.09,178.6952174671789,174.46575045195533,4.229467015223577,178.12161369298175,0.5736037741971529,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.1,203.1300120801896,198.86721005091604,4.2628020292735584,202.5470648252455,0.582947254944088,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.11,227.72585735452233,223.44254634267335,4.2833110118489515,227.13691037187044,0.5889469826518905,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.12,252.41143475740242,248.11635162157057,4.295083135831902,251.8174023599839,0.5940323974185162,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.13,277.1170187013657,272.81916143526644,4.297857266099243,276.5196187507141,0.5973999506516066,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.14,301.77398767577074,297.4829731996314,4.291014476139367,301.1761461325455,0.5978415432252291,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.15,326.3136192949198,322.03780152935747,4.275817765562408,325.71664433187,0.5969749630498313,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.16,350.658187340436,346.40721196179993,4.250975378636042,350.0645093947902,0.5936779456457657,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.1699999999999999,374.71768534547357,370.5031263785374,4.214558966936465,374.13102878481766,0.5866565606559107,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.18,398.3851083088573,394.2191157935037,4.165992515353651,397.8072111163311,0.5778971925262226,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.19,421.5169319424883,417.4171101690829,4.099821773405438,420.9538305973938,0.5631013450945375,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.2,443.9216274380363,439.91074250291985,4.010884935116451,443.3789187604391,0.5427086775972043,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.21,465.3124021084273,461.4248052831042,3.8875968253232145,464.8007423150492,0.5116597933781009,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.22,485.2268019371489,481.52252431396,3.7042776231889434,484.76486935051753,0.46193258663134884,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.2299999999999999,502.8141508498521,499.40312104856633,3.411029801285963,502.4350494027885,0.3791014470636469,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.24,516.0837275063799,513.2630254629412,2.8207020434387005,515.8830909674197,0.20063653896022515,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.25,516.5963469387723,516.1890490159593,0.4072979228129725,517.2051239484858,-0.608777009713549,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.26,111.73900910750115,108.78145914875586,2.9575499587452896,111.00888315743384,0.7301259500673041,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.27,135.20455427135516,132.19786252310837,3.0066917482467943,134.45544482612115,0.7491094452340121,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.28,159.11755307502483,156.07427730817142,3.0432757668534123,158.35264088270378,0.7649121923210487,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.29,183.35593442683637,180.28693986270935,3.068994564127024,182.57987882665282,0.7760556001835539,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.3,207.8254950058564,204.7372994475678,3.0881955582885894,207.03981975898864,0.7856752468677541,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.31,232.44285481982536,229.342701668421,3.1001531514043563,231.65073376773125,0.7921210520941031,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.32,257.1361829022119,254.029669274316,3.106513627895879,256.33982867296083,0.796354229251051,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.33,281.83799735606067,278.7293634659909,3.1086338900697683,281.0389606750248,0.7990366810358864,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.3399999999999999,306.4789191975101,303.37364273176786,3.1052764657423495,305.6803434071461,0.7985757903639978,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.35,330.9885757530409,327.89134091750157,3.097234835539325,330.1931558023739,0.7954199506669966,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.36,355.28919657276936,352.203843757252,3.0853528155173535,354.4987806699737,0.7904159027956439,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
0.3C DC vs 0.3C+0.7C 10tau,0.37,379.2867710572416,376.2195145757464,3.0672564814951784,378.5054753372208,0.7812957200208075,ok,1.0203091682209862,2.3797853566331515,0.0014338283161432,0.0014295677023914908,-2971.495055398062,-0.00229196980484846,0.008533680101714557
