pair_idx,source_file,source_json,dcac_case_id,dcac_condition,dc_case_id,dc_condition,DC_C,AC_C,tau_label,f_Hz,phase,kappa_used,n,n_finite,dt_resid_median_s,dt_resid_mean_s,dt_resid_median_abs_s,dt_resid_mean_abs_s,dt_resid_p95_abs_s,dt_resid_max_abs_s,frac_abs_gt_1s,frac_abs_gt_10s,frac_abs_gt_60s,max_resid_Q_mAh,max_resid_Q_frac_window,max_resid_is_edge,dt_model_median_s,dt_geom_median_s,resid_over_geom_median,resid_over_geom_p95,resid_over_geom_max,sign_topology,taxonomy,stable_p95_abs_s,stable_max_abs_s,stable_frac_gt_10s,stable_region_verdict,cell5B_residual_class
182,results_day9_x6alpha_composite_sigmoid_mj1freq.json,data/results_day9_x6alpha_composite_sigmoid_mj1freq.json,DC0.90C+AC0.10C_f0.01430Hz_X6alpha,0.9+0.1C 1τ,DC0.90C_baseline_X6alpha,0.9C_DC,0.9,0.1,1τ,0.0143,discharge_first,0.111111081916031,80,80,0.0035822907944406497,0.009841899299326329,0.02106778631559785,0.027315055952591243,0.07534775651033666,0.0853392677026931,0.0,0.0,0.0,3022.7009724020386,0.6962025316455697,False,-1.3037944950418705,-1.32387586341747,0.021388705197973416,0.9267699085869964,220.99951856222918,near_zero,null_residual,0.07589927128133239,0.0853392677026931,0.0,stable_null,null_residual
183,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.10C+AC0.20C_f0.01430Hz_X6beta_v2,0.1+0.2C 1τ,DC0.10C_baseline_X6beta_v2,0.1C_DC,0.1,0.2,1τ,0.0143,discharge_first,1.999999901128538,80,80,-7.513447840552544,-17.193367400991036,7.513447840552544,17.193367400991036,53.17610876857962,56.60430182731943,0.9875,0.3375,0.0,5260.417894726171,0.9873417721518988,True,-34.840040715953364,-18.24115773529661,0.36754235963604276,62.72578893481153,136006.8264073168,negative_only,distributed_residual_requires_inspection,52.71336759390815,55.68285811066016,0.3194444444444444,stable_distributed_nonzero,inspect_residual
184,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.20C+AC0.30C_f0.01430Hz_X6beta_v2,0.2+0.3C 1τ,DC0.20C_baseline_X6beta_v2,0.2C_DC,0.2,0.3,1τ,0.0143,discharge_first,1.500000137372528,80,80,-3.510854947664029,-7.655192365152502,3.510854947664029,7.655192365152502,40.84112174491765,44.16241416044067,0.975,0.1125,0.0,4661.103954235189,0.9240506329113924,False,-22.971334185193882,-14.927316483935101,0.2180964305283159,89.38278685583133,60749.973213799814,negative_only,mixed_or_intermediate,41.133637002961954,44.16241416044067,0.125,stable_intermediate_or_spiky,inspect_residual
185,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.20C+AC0.80C_f0.14300Hz_X6beta_v2,0.2+0.8C 0.1τ,DC0.20C_baseline_X6beta_v2,0.2C_DC,0.2,0.8,0.1τ,0.143,discharge_first,4.000000001732908,80,80,7.738117276023331,8.395155688542744,7.738117276023331,8.395155688542744,13.293107420863999,13.412321500367398,0.925,0.2875,0.0,3014.9323104895807,0.6329113924050633,False,6.627465499388563,-2.268727880958977,3.9887799099541223,101.59756380010307,766.7855094117926,positive_only,distributed_residual_requires_inspection,13.297436028164702,13.412321500367398,0.3194444444444444,stable_distributed_nonzero,inspect_residual
186,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.70C_f0.14300Hz_X6beta_v2,0.3+0.7C 0.1τ,DC0.30C_baseline_X6beta_v2,0.3C_DC,0.3,0.7,0.1τ,0.143,discharge_first,2.333333305246061,80,80,1.266191841081536,2.6054115096928796,1.266191841081536,2.606241331647021,6.070858686579163,6.153333028777524,0.6,0.0,0.0,1783.616541863792,0.35443037974683544,False,0.6300614167199683,-1.8179257597712422,1.5947729251917784,28.292419737919925,343.7066694811775,positive_only,weak_distributed_residual,6.0785375371056265,6.153333028777524,0.0,stable_weak,small_residual
187,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.14300Hz_X6beta_v2,0.3+0.4C 0.1τ,DC0.30C_baseline_X6beta_v2,0.3C_DC,0.3,0.4,0.1τ,0.143,discharge_first,1.3333333311175006,80,80,-1.3071573986685507,-2.7807534323260144,1.3071573986685507,2.7807534323260144,6.939180441843928,7.413860331304022,0.55,0.0,0.0,4580.502590734259,0.9746835443037974,True,-3.785798369639565,-1.3374742028477158,1.0190549335643673,221.72582565223692,2754.9688059861264,negative_only,edge_or_boundary_artifact,6.539152881425981,6.93512186886619,0.0,stable_weak,small_residual
188,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.01430Hz_X6beta_v2,0.3+0.4C 1τ,DC0.30C_baseline_X6beta_v2,0.3C_DC,0.3,0.4,1τ,0.0143,discharge_first,1.333333330208855,80,80,-1.8669774934114687,-3.6643214372891277,1.8669774934114687,3.6643214372891277,7.6857016407989445,37.342113868719025,0.7,0.05,0.0,4341.237112865413,0.9240506329113924,False,-17.464919017416037,-13.950592790607516,0.13619877083357906,25.03271199410066,1784.7088029420565,negative_only,isolated_spike,17.676696195827823,37.342113868719025,0.05555555555555555,stable_intermediate_or_spiky,inspect_residual
189,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.30C+AC0.40C_f0.00143Hz_X6beta_v2,0.3+0.4C 10τ,DC0.30C_baseline_X6beta_v2,0.3C_DC,0.3,0.4,10τ,0.00143,discharge_first,1.3333289705687648,80,80,-1.5190429262315774,-2.113518297459893,1.5190429262315774,2.114058883566918,5.937557189109701,13.589542709389208,0.625,0.025,0.0,2929.496037179356,0.6075949367088608,False,-137.40162822633488,-136.26986681732956,0.013257821483780928,1.6308489136940072,12464.920830756953,negative_only,isolated_spike,5.291955925218739,13.589542709389208,0.027777777777777776,stable_weak,inspect_residual
190,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.02860Hz_X6beta_v2,0.4+0.6C 0.5τ,DC0.40C_baseline_X6beta_v2,0.4C_DC,0.4,0.6,0.5τ,0.0286,discharge_first,1.4999999037973046,80,80,-0.3968378314731353,-1.000602517257363,0.3968378314731353,1.000602517257363,1.7524458621937806,17.765830995193028,0.15,0.025,0.0,3477.569350928856,0.7721518987341772,False,-8.677422915764396,-7.6822951676549565,0.060572421185106445,28.938879622128653,125.57215754098355,negative_only,isolated_spike,1.5598530214941555,17.765830995193028,0.027777777777777776,stable_weak,inspect_residual
191,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.50C_f0.00860Hz_X6beta_v2,0.4+0.5C 1.67τ,DC0.40C_baseline_X6beta_v2,0.4C_DC,0.4,0.5,1.67τ,0.0086,discharge_first,1.2499978320319056,80,80,-1.5288138495275234,-3.0568922742524096,1.5288138495275234,3.0568922742524096,4.663243360293697,51.05358384588544,0.6875,0.0375,0.0,4330.890223673936,0.9746835443037974,True,-24.148702703533786,-21.44141602764512,0.07349864228863953,23.3629330254386,106.9906153676183,negative_only,isolated_spike,4.35392155444738,44.35765624688429,0.027777777777777776,stable_weak,inspect_residual
192,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.40C+AC0.60C_f0.00860Hz_X6beta_v2,0.4+0.6C 1.67τ,DC0.40C_baseline_X6beta_v2,0.4C_DC,0.4,0.6,1.67τ,0.0086,discharge_first,1.499999871165903,80,80,-0.8763504039816326,-4.358251158709149,0.8763504039816326,4.358251158709149,51.573905256888104,55.645329406333985,0.4125,0.0625,0.0,2715.689823271596,0.5949367088607594,False,-21.436992188284194,-19.763197199688193,0.04167893273105325,21.66914021724572,151.53527253258326,negative_only,mixed_or_intermediate,52.36052503617271,55.645329406333985,0.06944444444444445,stable_intermediate_or_spiky,inspect_residual
193,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.50C+AC0.50C_f0.01430Hz_X6beta_v2,0.5+0.5C 1τ,DC0.50C_baseline_X6beta_v2,0.5C_DC,0.5,0.5,1τ,0.0143,discharge_first,0.9999999996807388,80,80,-1.2337352389122316,-2.481712940420265,1.2337352389122316,2.481712940420265,7.705194046979425,24.868142844839895,0.5625,0.05,0.0,4277.087768779498,0.9873417721518988,True,-13.525038403522785,-10.358876182595282,0.1292540736673473,27.57599893956582,283.42481396851264,negative_only,isolated_spike,3.9402032524305484,19.79280142042353,0.027777777777777776,stable_weak,inspect_residual
194,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00086Hz_X6beta_v2,0.9+0.1C 16.7τ,DC0.90C_baseline_X6beta_v2,0.9C_DC,0.9,0.1,16.7τ,0.00086,discharge_first,0.1111062153312276,80,80,0.02118791555710685,0.02160221839113453,0.0444666698940636,0.07842085959328489,0.2110219599227548,0.2532695484228497,0.0,0.0,0.0,2069.23606850867,0.4810126582278481,False,-24.939131808446746,-24.97248918037201,0.0025069820169068384,0.11614583929906568,18.30100096435677,near_zero,null_residual,0.21354645009737394,0.2532695484228497,0.0,stable_null,null_residual
195,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00860Hz_X6beta_v2,0.9+0.1C 1.67τ,DC0.90C_baseline_X6beta_v2,0.9C_DC,0.9,0.1,1.67τ,0.0086,discharge_first,0.1111080363396548,80,80,0.0489281939323973,0.06328241150236588,0.0489281939323973,0.06482448134212357,0.14680705262146596,0.1599956181403286,0.0,0.0,0.0,2809.4604343702986,0.6708860759493671,False,-1.9915325738037946,-2.050461586859626,0.030971402123439767,0.9332235394807745,115.97923956496828,near_zero,null_residual,0.1475164863290274,0.1599956181403286,0.0,stable_null,null_residual
196,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.00143Hz_X6beta_v2,0.9+0.1C 10τ,DC0.90C_baseline_X6beta_v2,0.9C_DC,0.9,0.1,10τ,0.00143,discharge_first,0.1110081739526148,80,80,0.02736923439397285,0.06676796396613546,0.0405360016661688,0.09028416804567985,0.2867934780271297,0.3590150143327264,0.0,0.0,0.0,2120.7571075190676,0.4936708860759494,False,-13.811678709193302,-13.87532263344417,0.007833119197613064,0.12235981005839315,9.74732807799124,near_zero,null_residual,0.30471052089192213,0.3590150143327264,0.0,stable_null,null_residual
197,results_day9_x6beta_v2_truephase0_mj1freq.json,data/results_day9_x6beta_v2_truephase0_mj1freq.json,DC0.90C+AC0.10C_f0.01430Hz_X6beta_v2,0.9+0.1C 1τ,DC0.90C_baseline_X6beta_v2,0.9C_DC,0.9,0.1,1τ,0.0143,discharge_first,0.1111109755613835,80,80,0.02666231943612725,0.027558699480328342,0.02666231943612725,0.03080292089071074,0.06249277774345492,0.1106622447382505,0.0,0.0,0.0,3621.1859176070016,0.8860759493670886,False,-1.3519252339468721,-1.3822566298822494,0.02726182146571967,0.7301623434184645,2.0511599653490076,near_zero,null_residual,0.06188780797378963,0.1106622447382505,0.0,stable_null,null_residual
