condition,protocol_type,tau_factor_set,Q_Ah,Q_frac_of_common_hi,t_q_s,U_NE_min_V,U_NE_separator_V,U_NE_xavg_V,I_charge_A,V_terminal_V,U_NE_min_mV,margin_class_at_Q
Chen2020_DFN_DC03,DC,,0.965619856341704,0.2875424509348793,2317.4876552200917,0.15158902195582544,0.15222465031402502,0.16100704488574022,1.5,3.5971046339291135,151.58902195582544,safe_margin
Chen2020_DFN_DC03,DC,,0.9975206836892749,0.29704188492241423,2394.049640854262,0.1488221867687066,0.1494584603686685,0.1582786877983726,1.5,3.6028918952999605,148.8221867687066,safe_margin
Chen2020_DFN_DC03,DC,,1.029421511036846,0.30654131890994923,2470.611626488433,0.1458784334521266,0.1465152446685128,0.15536825165084533,1.5,3.6088672185374775,145.8784334521266,safe_margin
Chen2020_DFN_DC03,DC,,1.061322338384417,0.3160407528974841,2547.173612122604,0.14277602704772152,0.14341325060129811,0.15229263369483748,1.5,3.61501392449214,142.77602704772153,safe_margin
Chen2020_DFN_DC03,DC,,1.093223165731988,0.32554018688501907,2623.7355977567745,0.13954083638039716,0.14017833694213166,0.14907677685651038,1.5,3.6213078960878216,139.54083638039717,safe_margin
Chen2020_DFN_DC03,DC,,1.125123993079559,0.33503962087255396,2700.297583390944,0.13620568544327796,0.13684332477511157,0.14575304751554247,1.5,3.6277182597051882,136.20568544327796,safe_margin
Chen2020_DFN_DC03,DC,,1.15702482042713,0.34453905486008896,2776.8595690251104,0.1328091807992333,0.13344682403769637,0.1423600438951939,1.5,3.6342085933566084,132.8091807992333,safe_margin
Chen2020_DFN_DC03,DC,,1.188925647774701,0.3540384888476239,2853.421554659282,0.12939398448959302,0.13003150530632163,0.13894081127241373,1.5,3.6407386872716043,129.393984489593,safe_margin
Chen2020_DFN_DC03,DC,,1.220826475122272,0.3635379228351588,2929.983540293449,0.12600461346955538,0.126641897892091,0.13554055243780974,1.5,3.6472667854334344,126.00461346955538,safe_margin
Chen2020_DFN_DC03,DC,,1.2527273024698429,0.37303735682269373,3006.545525927619,0.12268501998087283,0.12332196886630835,0.13220410778780503,1.5,3.6537520422430863,122.68501998087284,safe_margin
Chen2020_DFN_DC03,DC,,1.284628129817414,0.38253679081022873,3083.107511561792,0.11947620626525707,0.12011273650797687,0.12897347127807135,1.5,3.66015694602139,119.47620626525706,safe_margin
Chen2020_DFN_DC03,DC,,1.316528957164985,0.3920362247977636,3159.6694971959587,0.11641413728605411,0.11705018202031606,0.125885618949932,1.5,3.666449440630777,116.41413728605411,safe_margin
Chen2020_DFN_DC03,DC,,1.348429784512556,0.40153565878529857,3236.231482830132,0.11352822307727241,0.11416373072088323,0.12297092689546776,1.5,3.6726044782484277,113.52822307727241,safe_margin
Chen2020_DFN_DC03,DC,,1.3803306118601268,0.4110350927728335,3312.793468464301,0.11084039091548134,0.11147532462155868,0.12025220581996937,1.5,3.6786049862446553,110.84039091548134,safe_margin
Chen2020_DFN_DC03,DC,,1.412231439207698,0.42053452676036845,3389.355454098473,0.10836489568108268,0.10899923117801845,0.11774448129023381,1.5,3.684442075197561,108.36489568108269,safe_margin
Chen2020_DFN_DC03,DC,,1.444132266555269,0.4300339607479034,3465.9174397326433,0.10610863042798398,0.10674235485450106,0.11545531098014299,1.5,3.6901147563375827,106.10863042798398,safe_margin
Chen2020_DFN_DC03,DC,,1.4760330939028399,0.43953339473543834,3542.479425366815,0.1040719249244217,0.10470503516594146,0.11338557973243198,1.5,3.6956291541774635,104.07192492442171,safe_margin
Chen2020_DFN_DC03,DC,,1.507933921250411,0.4490328287229733,3619.0414110009883,0.10224962096281945,0.10288212236986079,0.11153058891256719,1.5,3.700997431689826,102.24962096281945,safe_margin
Chen2020_DFN_DC03,DC,,1.539834748597982,0.45853226271050823,3695.6033966351583,0.10063226085422439,0.1012641658477165,0.10988125328411474,1.5,3.7062365866562357,100.63226085422438,safe_margin
Chen2020_DFN_DC03,DC,,1.571735575945553,0.4680316966980432,3772.1653822693256,0.09920727303723223,0.09983859994979456,0.10842529954871612,1.5,3.711367224589592,99.20727303723223,safe_margin
Chen2020_DFN_DC03,DC,,1.6036364032931238,0.47753113068557806,3848.7273679034975,0.09796006396565184,0.09859083595641203,0.10714836821704041,1.5,3.716412398452779,97.96006396565184,safe_margin
Chen2020_DFN_DC03,DC,,1.635537230640695,0.48703056467311306,3925.289353537668,0.09687495744141111,0.09750520150132493,0.10603496173651335,1.5,3.721396565083219,96.87495744141111,safe_margin
Chen2020_DFN_DC03,DC,,1.667438057988266,0.496529998660648,4001.851339171839,0.09593596695345716,0.09656571298524809,0.10506922403287487,1.5,3.7263446757083023,95.93596695345715,safe_margin
Chen2020_DFN_DC03,DC,,1.6993388853358369,0.5060294326481829,4078.413324806011,0.09512734764501907,0.09575662761943105,0.10423549874329363,1.5,3.731281403045214,95.12734764501907,safe_margin
Chen2020_DFN_DC03,DC,,1.731239712683408,0.515528866635718,4154.975310440183,0.09443405024935454,0.09506289744394131,0.10351878900897643,1.5,3.73623046243633,94.43405024935454,safe_margin
Chen2020_DFN_DC03,DC,,1.763140540030979,0.5250283006232528,4231.5372960743525,0.09384198927252312,0.0944704375934411,0.10290503070661211,1.5,3.741214033328066,93.84198927252312,safe_margin
Chen2020_DFN_DC03,DC,,1.79504136737855,0.5345277346107877,4308.0992817085225,0.09333820610722882,0.09396628950108213,0.10238126038040485,1.5,3.7462522368746205,93.33820610722881,safe_margin
Chen2020_DFN_DC03,DC,,1.8269421947261208,0.5440271685983227,4384.661267342692,0.09291094576609794,0.09353869772717396,0.10193569659866138,1.5,3.75136265748073,92.91094576609794,safe_margin
Chen2020_DFN_DC03,DC,,1.858843022073692,0.5535266025858576,4461.223252976863,0.09254965930974225,0.09317711248058066,0.10155774656835218,1.5,3.7565598865623544,92.54965930974225,safe_margin
Chen2020_DFN_DC03,DC,,1.890743849421263,0.5630260365733926,4537.785238611036,0.09224496984755812,0.09287215571634928,0.10123797626778956,1.5,3.761855105101499,92.24496984755811,safe_margin
Chen2020_DFN_DC03,DC,,1.9226446767688339,0.5725254705609275,4614.347224245209,0.09198860585412678,0.09261555454670416,0.10096804762489141,1.5,3.7672557151698425,91.98860585412679,safe_margin
Chen2020_DFN_DC03,DC,,1.9545455041164048,0.5820249045484625,4690.909209879382,0.09177331017576816,0.09240005033644241,0.10074063096500327,1.5,3.772765028050204,91.77331017576816,safe_margin
Chen2020_DFN_DC03,DC,,1.986446331463976,0.5915243385359974,4767.471195513553,0.09159274462702063,0.09221930339008585,0.10054931298437685,1.5,3.778382061953502,91.59274462702064,safe_margin
Chen2020_DFN_DC03,DC,,2.018347158811547,0.6010237725235323,4844.033181147721,0.09144138807923072,0.09206779113302996,0.10038849805454088,1.5,3.784101470606714,91.44138807923072,safe_margin
Chen2020_DFN_DC03,DC,,2.050247986159118,0.6105232065110673,4920.59516678189,0.09131443419263155,0.09194070594670738,0.10025330925246984,1.5,3.7899136414053944,91.31443419263155,safe_margin
Chen2020_DFN_DC03,DC,,2.0821488135066892,0.6200226404986023,4997.157152416059,0.09120769024510679,0.09183385412369705,0.10013949089072387,1.5,3.795804991641637,91.20769024510679,safe_margin
Chen2020_DFN_DC03,DC,,2.11404964085426,0.6295220744861372,5073.719138050227,0.09111747649898194,0.09174355540351757,0.10004331245499892,1.5,3.801758476788398,91.11747649898194,safe_margin
Chen2020_DFN_DC03,DC,,2.145950468201831,0.6390215084736721,5150.281123684399,0.09104052166362356,0.09166653867269169,0.09996147004152726,1.5,3.807754297529519,91.04052166362357,safe_margin
Chen2020_DFN_DC03,DC,,2.177851295549402,0.6485209424612071,5226.843109318567,0.09097385146672979,0.09159983088597662,0.09989098337616154,1.5,3.8137707881503378,90.97385146672978,safe_margin
Chen2020_DFN_DC03,DC,,2.209752122896973,0.658020376448742,5303.405094952738,0.09091466184700937,0.09154063078038459,0.09982908126076559,1.5,3.819785440096033,90.91466184700937,safe_margin
Chen2020_DFN_DC03,DC,,2.241652950244544,0.667519810436277,5379.967080586911,0.09086016552538383,0.09148615621471654,0.09977306591520729,1.5,3.825776013573979,90.86016552538382,safe_margin
Chen2020_DFN_DC03,DC,,2.2735537775921153,0.677019244423812,5456.529066221079,0.09080740032083981,0.0914334536103623,0.09972014749384586,1.5,3.8317216711067936,90.8074003208398,safe_margin
Chen2020_DFN_DC03,DC,,2.305454604939686,0.6865186784113468,5533.09105185525,0.09075297770474472,0.0913791480872448,0.09966722988135442,1.5,3.8376040820210093,90.75297770474472,safe_margin
Chen2020_DFN_DC03,DC,,2.337355432287257,0.6960181123988818,5609.653037489421,0.09069275970083003,0.09131912241680912,0.09961063797734297,1.5,3.8434084542793308,90.69275970083002,safe_margin
Chen2020_DFN_DC03,DC,,2.3692562596348283,0.7055175463864168,5686.215023123588,0.09062145994174876,0.09124812040875255,0.09954578186187307,1.5,3.84912445393822,90.62145994174877,safe_margin
Chen2020_DFN_DC03,DC,,2.401157086982399,0.7150169803739517,5762.777008757754,0.0905322003010664,0.09115930554165469,0.099466782889864,1.5,3.8547469627528796,90.5322003010664,safe_margin
Chen2020_DFN_DC03,DC,,2.43305791432997,0.7245164143614866,5839.338994391921,0.09041613697586784,0.09104388690892846,0.0993661492625128,1.5,3.860276582512785,90.41613697586784,safe_margin
Chen2020_DFN_DC03,DC,,2.464958741677541,0.7340158483490216,5915.90098002609,0.09026236075658374,0.09089101462187527,0.09923466454300876,1.5,3.865719669694355,90.26236075658375,safe_margin
Chen2020_DFN_DC03,DC,,2.496859569025112,0.7435152823365565,5992.462965660264,0.09005836035731318,0.09068823055013094,0.09906171779597225,1.5,3.8710876803459566,90.05836035731318,safe_margin
Chen2020_DFN_DC03,DC,,2.5287603963726832,0.7530147163240914,6069.024951294434,0.08979122698085505,0.090422652654017,0.0988362193469515,1.5,3.8763956808859215,89.79122698085506,safe_margin
Chen2020_DFN_DC03,DC,,2.560661223720254,0.7625141503116264,6145.586936928598,0.08944938433235386,0.09008268424876677,0.09854793820235293,1.5,3.881660259410379,89.44938433235386,safe_margin
Chen2020_DFN_DC03,DC,,2.592562051067825,0.7720135842991613,6222.148922562767,0.08902414973832451,0.08965956708345703,0.09818872276203074,1.5,3.886897524461419,89.02414973832451,safe_margin
Chen2020_DFN_DC03,DC,,2.6244628784153963,0.7815130182866963,6298.710908196928,0.08851041414944942,0.08914807485677759,0.09775305159766799,1.5,3.8921219364053523,88.51041414944942,safe_margin
Chen2020_DFN_DC03,DC,,2.656363705762967,0.7910124522742312,6375.272893831101,0.08790625766450846,0.08854615798195756,0.09723776288715884,1.5,3.8973461938961798,87.90625766450846,safe_margin
Chen2020_DFN_DC03,DC,,2.688264533110538,0.8005118862617662,6451.83487946528,0.08721189397670225,0.08785391665543536,0.09664124992249379,1.5,3.9025818378197097,87.21189397670224,safe_margin
Chen2020_DFN_DC03,DC,,2.7201653604581093,0.8100113202493011,6528.396865099447,0.08642847837891877,0.08707242454679986,0.0959625219040738,1.5,3.9078400765528527,86.42847837891877,safe_margin
Chen2020_DFN_DC03,DC,,2.75206618780568,0.8195107542368361,6604.958850733613,0.08555710454111369,0.08620272721202689,0.09520037845086547,1.5,3.913132510786826,85.55710454111369,safe_margin
Chen2020_DFN_DC03,DC,,2.783967015153251,0.829010188224371,6681.520836367779,0.08459809335084886,0.0852451242861206,0.09435278688478187,1.5,3.918471645970703,84.59809335084886,safe_margin
Chen2020_DFN_DC03,DC,,2.8158678425008223,0.838509622211906,6758.082822001958,0.08355046521777883,0.08419863267016968,0.09341637410219622,1.5,3.9238712582217405,83.55046521777882,safe_margin
Chen2020_DFN_DC03,DC,,2.847768669848393,0.8480090561994409,6834.644807636127,0.08241156773377492,0.08306060609729939,0.09238602034200723,1.5,3.9293466544696654,82.41156773377492,safe_margin
Chen2020_DFN_DC03,DC,,2.879669497195964,0.8575084901869758,6911.2067932702885,0.08117673804586059,0.08182639148572553,0.09125445412296808,1.5,3.934914925455178,81.17673804586059,safe_margin
Chen2020_DFN_DC03,DC,,2.911570324543535,0.8670079241745107,6987.768778904461,0.07983896404589984,0.08048898610436948,0.09001182102325285,1.5,3.9405952214547413,79.83896404589984,safe_margin
Chen2020_DFN_DC03,DC,,2.943471151891106,0.8765073581620457,7064.33076453863,0.07838855051089787,0.07903870116407842,0.08864524009811485,1.5,3.946409038244841,78.38855051089787,safe_margin
Chen2020_DFN_DC03,DC,,2.9753719792386772,0.8860067921495807,7140.892750172807,0.07681289693250667,0.07746293807867416,0.08713846782594051,1.5,3.9523804003560192,76.81289693250667,safe_margin
Chen2020_DFN_DC03,DC,,3.007272806586248,0.8955062261371155,7217.454735806982,0.07509670380628092,0.07574639386562607,0.08547201988346946,1.5,3.9585356158096863,75.09670380628091,safe_margin
Chen2020_DFN_DC03,DC,,3.039173633933819,0.9050056601246506,7294.016721441152,0.07322330835872418,0.07387239666868572,0.08362453123991842,1.5,3.9649018859963903,73.22330835872418,safe_margin
Chen2020_DFN_DC03,DC,,3.0710744612813903,0.9145050941121855,7370.578707075325,0.07117835259288356,0.07182657469508939,0.08157670507503127,1.5,3.9715035698868926,71.17835259288356,safe_margin
Chen2020_DFN_DC03,DC,,3.102975288628961,0.9240045280997203,7447.1406927094995,0.06895744385946082,0.06960452013871443,0.07931975452547718,1.5,3.978354413090604,68.95744385946081,safe_margin
Chen2020_DFN_DC03,DC,,3.134876115976532,0.9335039620872554,7523.702678343667,0.06657828646648578,0.06722392875610338,0.0768690067986704,1.5,3.9854452646682117,66.57828646648578,safe_margin
Chen2020_DFN_DC03,DC,,3.1667769433241033,0.9430033960747903,7600.264663977838,0.06409331747055996,0.06473724991825412,0.0742784644060383,1.5,3.9927312851759202,64.09331747055997,safe_margin
Chen2020_DFN_DC03,DC,,3.198677770671674,0.9525028300623252,7676.826649612009,0.061592603181220486,0.06223460029770191,0.07164501422825638,1.5,4.000128959136246,61.59260318122048,safe_margin
Chen2020_DFN_DC03,DC,,3.230578598019245,0.9620022640498602,7753.3886352461805,0.05918771466839536,0.05982764714388302,0.06909159698858998,1.5,4.007532224060834,59.187714668395365,safe_margin
Chen2020_DFN_DC03,DC,,3.2624794253668163,0.9715016980373952,7829.950620880354,0.05698159998829889,0.05761946598074379,0.06673418777552519,1.5,4.014842596922241,56.98159998829889,safe_margin
Chen2020_DFN_DC03,DC,,3.294380252714387,0.98100113202493,7906.512606514526,0.0550427976416206,0.05567872134875517,0.06465260816496313,1.5,4.021994816248093,55.0427976416206,safe_margin
Chen2020_DFN_DC03,DC,,3.326281080061958,0.9905005660124651,7983.074592148694,0.0533972095427429,0.05403140938147801,0.0628802641498056,1.5,4.028964753815158,53.3972095427429,safe_margin
Chen2020_DFN_DC03,DC,,3.3581819074095294,1.0,8059.63657778287,0.05203546625812657,0.052668210385109576,0.06141129387121614,1.5,4.035761629962561,52.03546625812657,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.2,0.059556035234040725,396.0674872465661,0.27396368427668605,0.27511824431896853,0.2914325706010206,2.123510474733684,3.416836866412933,273.963684276686,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.231900827347571,0.06905546922157565,493.9847695592895,0.2090468693845121,0.21066796470657181,0.23225478953245896,4.568078171338101,3.498773673950961,209.04686938451212,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.263801654695142,0.0785549032091106,596.5474247234944,0.19764358963095813,0.19913861447317274,0.21838202622933156,4.96775845227114,3.510233347913296,197.64358963095813,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.295702482042713,0.08805433719664554,625.3923318565434,0.2285216588800186,0.2296210899289714,0.24521637441499156,1.9061920442446265,3.4707331737872074,228.5216588800186,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.32760330939028404,0.09755377118418049,722.6773085219728,0.1620085329520729,0.16362445992798205,0.18500037044379875,4.519608931338184,3.555331523011284,162.0085329520729,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.359504136737855,0.10705320517171542,825.194254208804,0.15243075678846796,0.1539376048540107,0.17318573932258255,4.976663613496326,3.5651638119734583,152.43075678846796,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.391404964085426,0.11655263915925038,854.8681374983142,0.19611158397175169,0.19714202975533116,0.21170844747635342,1.6579988538789254,3.510750808261459,196.11158397175168,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.423305791432997,0.12605207314678532,951.3692666840209,0.13153152752940217,0.13313898832032572,0.1541066311696876,4.470862787617141,3.5949429120465193,131.53152752940218,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.455206618780568,0.13555150713432024,1053.8426228029623,0.1249839485096162,0.12650040462820167,0.1456378310100165,4.9861480409915675,3.602014026322253,124.9839485096162,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.487107446128139,0.14505094112185518,1084.592532058788,0.18247075614677583,0.18341502332136678,0.19672294819181393,1.3611188690463825,3.5312198573207993,182.4707561467758,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.51900827347571,0.15455037510939013,1180.0869404131759,0.11675508240774611,0.11835010736785116,0.13889695756679912,4.409642669734521,3.618556318293106,116.75508240774612,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.5509091008232809,0.16404980909692504,1282.4875408957578,0.11156912395385475,0.11309450928889485,0.13214492805811606,4.99397895923146,3.6247140689034687,111.56912395385476,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.5828099281708521,0.17354924308446004,1314.785922060818,0.18333873744297255,0.18417333689005996,0.19600645875178246,0.9761002479438305,3.5363192282283173,183.33873744297256,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.614710755518423,0.18304867707199496,1408.7879968928896,0.10977598763946217,0.11136251418352473,0.13167585229447934,4.357125207577286,3.6343191625968663,109.77598763946217,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.646611582865994,0.19254811105952988,1511.1331859743311,0.10472513651383493,0.10625913974416822,0.12533440086048755,4.9963170670523045,3.6407126208840612,104.72513651383493,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.678512410213565,0.20204754504706485,1546.4369197096698,0.1989445307158885,0.1995912773985377,0.20905384698457255,0.3283609376371515,3.5241815401034877,198.9445307158885,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.7104132375611361,0.2115469790345998,1637.4979315613336,0.10525479964444323,0.10683584909131245,0.12713554927269746,4.299313227684783,3.6475406579841967,105.25479964444322,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.742314064908707,0.2210464130221347,1739.7769864751451,0.09942870585647523,0.10097463835907249,0.12028300936785473,4.999030757396192,3.6551156262291706,99.42870585647523,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.7742148922562779,0.23054584700966965,1841.9986675861715,0.11475742749820544,0.11588515367679864,0.12984422674417162,4.258550890835735,3.6307807081551613,114.75742749820544,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.8061157196038491,0.24004528099720462,1866.234340436655,0.10060244695206011,0.1021787648395662,0.12263754254371591,4.230295241892781,3.6608087628964636,100.6024469520601,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.83801654695142,0.24954471498473954,1968.4216112659233,0.09348594195042859,0.09504540734216006,0.11475226581961553,4.999390214105034,3.6701557849121715,93.48594195042858,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.869917374298991,0.25904414897227446,2070.7333162845925,0.10779466011807314,0.10895100845962381,0.12344105994745763,4.326790952190196,3.647307263450346,107.79466011807314,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.9018182016465619,0.2685435829598094,2094.9577390521595,0.0945723539157831,0.0961454752723646,0.1168521152856552,4.166573417757394,3.6755269973974203,94.5723539157831,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.9337190289941331,0.2780430169473444,2197.0677324591165,0.08619668400550819,0.08776824489257412,0.10790496464117774,4.9929071689120885,3.6865699727478125,86.19668400550819,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.965619856341704,0.2875424509348793,2299.443605131101,0.0994794425731513,0.10066278303577633,0.1156921873181091,4.3851265278743625,3.665216908743799,99.4794425731513,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,0.9975206836892749,0.29704188492241423,2323.6930513399475,0.0871806460043185,0.08874789582033177,0.10962679469774025,4.097856925779985,3.6917106572896876,87.1806460043185,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.029421511036846,0.30654131890994923,2425.708596974425,0.07737958906980838,0.07896242210978262,0.09944754227880277,4.990601464659508,3.704690088160022,77.37958906980838,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.061322338384417,0.3160407528974841,2528.1423297841075,0.08970627550757344,0.090913651115749,0.10638073866370687,4.438501406457881,3.684675951929642,89.70627550757344,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.093223165731988,0.32554018688501907,2552.4421396510097,0.0788109496581229,0.08036756045145654,0.10123286468672943,4.022956233135272,3.7090172580846144,78.8109496581229,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.125123993079559,0.33503962087255396,2654.352699804532,0.06765858388688369,0.06924895260579662,0.08989918217351257,4.982876753086755,3.7238410554073287,67.65858388688369,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.15702482042713,0.34453905486008896,2756.8470225986966,0.07890364237668887,0.08013454193978047,0.09592482263223936,4.494328393130774,3.705318357919815,78.90364237668886,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.188925647774701,0.3540384888476239,2781.200983742004,0.07018503266855892,0.07172769520316523,0.09240095522980694,3.945378050733564,3.726774425955706,70.18503266855892,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.220826475122272,0.3635379228351588,2882.997952392071,0.057946444297051626,0.05954140869508188,0.08019036255561071,4.970932050496698,3.7431857523411045,57.94644429705163,safe_margin
Chen2020_DFN_DC03_AC07_0p5tauSet,DCAC,0.5,1.2527273024698429,0.37303735682269373,2985.5264872934404,0.06830324003486457,0.06955419379990153,0.08553237545497026,4.538305095427997,3.72593003794214,68.30324003486457,safe_margin
