model_type,condition,feature_id,tau_factor_set,omega_tau_set,n_Q,window_valid_fraction,delta_x_inst_mean,delta_x_inst_abs_mean,delta_x_cycle_mean,delta_x_cycle_abs_mean,cycle_amp_mean,cycle_amp_max,cycle_count_min,cycle_count_max
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,neg_max_surface_sto,3.0,0.3333333333333333,80,0.9875,0.0423108098303158,0.0423108098303158,0.02245485629499029,0.024309122659963565,0.09541955882895167,0.11867173916025647,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,neg_min_surface_sto,3.0,0.3333333333333333,80,0.9875,-0.007069402096642391,0.008499807610121994,-0.017691095032525316,0.018139858486602507,0.062058105399984506,0.07580107311710771,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,neg_surface_minus_avg_sto,3.0,0.3333333333333333,80,0.9875,0.00868394634402794,0.008683946344027938,0.00015590072140300704,0.00016916225558530297,0.021535062126338468,0.021540271610582556,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,neg_surface_sto_range,3.0,0.3333333333333333,80,0.9875,0.04938021192695819,0.0493802119269582,0.040145951327515625,0.04014595132751562,0.039490861278587086,0.06336377790498865,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,pos_avg_sto,3.0,0.3333333333333333,80,0.9875,5.145580668584199e-06,1.161861808930756e-05,0.0033782155347897988,0.006112266071214594,0.042674646923565596,0.04287331563541796,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,pos_avg_surface_sto,3.0,0.3333333333333333,80,0.9875,-0.020549084364456408,0.020549084364456405,0.003008986648435151,0.006131594900334969,0.08555713873430923,0.08758830839853182,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,pos_surface_minus_avg_sto,3.0,0.3333333333333333,80,0.9875,-0.020554229945124996,0.020554229945124996,-0.00036922888635466906,0.00042857885567646316,0.05267490761787008,0.053173516769675855,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_3p0tauSet,total_heating_mean,3.0,0.3333333333333333,80,0.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.274014050117809,11.296132745532983
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,cell_temperature_K,5.0,0.2,80,0.9375,0.0,0.0,7.105427357601002e-15,3.694822225952521e-14,0.0,0.0,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,elyte_c_mean,5.0,0.2,80,0.9375,-26.234573347523412,26.2995858994881,-0.048329960617161306,1.2989423640166138,70.46127175172728,72.79396356377379,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,elyte_c_range,5.0,0.2,80,0.9375,608.6552871453842,609.8156180264996,201.0482482438199,201.0482482438199,1091.6976474655778,1123.9158434589267,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,eta_n_mean,5.0,0.2,80,0.9375,-0.04687658353288264,0.04769332683841414,0.002344246568704684,0.00397508611124737,0.13646543606353914,0.15882091508193014,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,eta_p_mean,5.0,0.2,80,0.9375,0.005957113924432976,0.006047798494251444,-1.7302075294443387e-05,0.00032893502435074026,0.017186617332805472,0.018969126720904228,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,j_n_mean_signed,5.0,0.2,80,0.9375,-0.8158648081906856,0.825951161867325,-0.050806365052551726,0.050806365052551726,2.0822249203006633,2.083545711900096,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,j_p_mean_signed,5.0,0.2,80,0.9375,0.9237373320713811,0.9351572897772957,0.05752390441285114,0.05752390441285116,2.357533885073816,2.359029313107497,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,neg_avg_sto,5.0,0.2,80,0.9375,5.383634239397462e-05,5.383634239397462e-05,-0.006567296425294583,0.015202778267774575,0.10647313038849338,0.10706894490651392,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,neg_avg_surface_sto,5.0,0.2,80,0.9375,0.00920073519113242,0.00922327851036175,-0.006016605621578487,0.015221428533105517,0.11239129247028626,0.11382015903120268,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,neg_max_surface_sto,5.0,0.2,80,0.9375,0.04569692974070229,0.04569692974070229,0.022443605714220403,0.027123349138365456,0.14592055611930696,0.17825054008990843,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,neg_min_surface_sto,5.0,0.2,80,0.9375,-0.008057013715699453,0.009564870842529724,-0.019429789831773157,0.02211602899229432,0.09668743507085553,0.11541805370975977,0.18875586237596187,6.396810609826552
DFN,Chen2020_DFN_hier_DC03_AC07_5p0tauSet,neg_surface_minus_avg_sto,5.0,0.2,80,0.9375,0.009146898848738453,0.00917044624745532,0.0005506908037160964,0.0005506908037160964,0.022440973002227093,0.0224768475859638,0.18875586237596187,6.396810609826552
