source_json,source_file,dc_record_idx,dc_case_id,dc_condition,dc_status,dcac_record_idx,dcac_case_id,dcac_condition,dcac_status,DC_C,AC_C,f_Hz,tau_label,kappa_meta,inferred_phase,phase_metric_median_delta_I_A,I_DC_A_used,I_AC_A_used,I_min_CC_A,I_max_CC_A,I_median_CC_A,I_nom_from_DC_A,I_nom_from_AC_A,kappa_used,CC_time_DC_s,CC_time_DCAC_s,CC_mask_status_DCAC,n_CC_samples_DCAC,dc_clean_removed,dcac_clean_removed,dc_q_match_max_abs_mAh,dcac_q_match_max_abs_mAh,Q_ref_mAh,Q_CC_end_DC_mAh,Q_CC_end_DCAC_mAh,q_lo_mAh,q_hi_mAh,q_window_valid,q_window_span_mAh,pair_status
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,26,DC0.30C_baseline,0.3C_DC,ok,13,DC0.30C+AC0.40C_f0.00143Hz,0.3+0.4C 10τ,ok,0.3,0.4,0.00143,10τ,1.3333333333333335,discharge_first,0.03627573824486241,1.4999944027053258,1.9999520448132853,-3.499946447518611,0.49995764210795945,-1.4098865361757733,4.999981342351086,4.999880112033213,1.3333063384811685,11345.449198764976,10248.624971451833,ok,851,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,4174.389916847448,256.2994121486482,4071.8701519879887,True,3815.5707398393406,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,27,DC0.40C_baseline,0.4C_DC,ok,14,DC0.40C+AC0.60C_f0.02860Hz,0.4+0.6C 0.5τ,ok,0.4,0.6,0.0286,0.5τ,1.4999999999999998,discharge_first,0.8588575111337073,2.0000000163639244,2.999999981366595,-4.999999997730519,0.9999999650026701,-1.3521520046008788,5.000000040909811,4.9999999689443255,1.4999999784103544,8245.777916981073,7158.1660258271895,ok,12021,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3968.807354725274,256.29475865442873,3866.2894512635025,True,3609.994692609074,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,27,DC0.40C_baseline,0.4C_DC,ok,15,DC0.40C+AC0.50C_f0.00860Hz,0.4+0.5C 1.67τ,ok,0.4,0.5,0.0086,1.67τ,1.25,discharge_first,0.2072884205349328,1.9999982168311792,2.4999982167844044,-4.499996433615584,0.4999999999532254,-1.4768217841365043,4.999995542077948,4.999996433568809,1.250000222872914,8245.777916981073,7177.031656916355,ok,3236,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3970.2846936565,256.29475865442873,3867.766790194729,True,3611.4720315403,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,27,DC0.40C_baseline,0.4C_DC,ok,16,DC0.40C+AC0.60C_f0.00860Hz,0.4+0.6C 1.67τ,ok,0.4,0.6,0.0086,1.67τ,1.4999999999999998,discharge_first,0.24969383287823188,2.0000011966020104,2.999998792988338,-4.999999989590348,0.9999975963863275,-1.4741613229246724,5.000002991505026,4.999997988313897,1.499998499043559,8245.777916981073,7061.9291527087735,ok,3735,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3904.397626278155,256.29475865442873,3801.8797228163835,True,3545.5849641619548,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,27,DC0.40C_baseline,0.4C_DC,ok,17,DC0.40C+AC0.60C_f0.00286Hz,0.4+0.6C 5τ,ok,0.4,0.6,0.00286,5τ,1.4999999999999998,discharge_first,0.08192439312366595,1.9999294597527264,2.999905286801023,-4.999834746553749,0.9999758270482966,-1.651258216150706,4.999823649381816,4.999842144668372,1.5000055487816728,8245.777916981073,6902.943421530072,ok,1204,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3785.863342376677,256.29475865442873,3683.3454389149056,True,3427.050680260477,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,27,DC0.40C_baseline,0.4C_DC,ok,18,DC0.40C+AC0.60C_f0.00143Hz,0.4+0.6C 10τ,ok,0.4,0.6,0.00143,10τ,1.4999999999999998,discharge_first,0.04081521729526605,1.9999768341406592,2.999976353130215,-4.999953187270874,0.9999995189895556,-1.7437411074460276,4.999942085351647,4.999960588550358,1.5000055510239103,8245.777916981073,6828.503130563424,ok,626,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3709.3383880935,256.29475865442873,3606.8204846317285,True,3350.5257259772998,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,28,DC0.50C_baseline,0.5C_DC,ok,19,DC0.50C+AC0.50C_f0.01430Hz,0.5+0.5C 1τ,ok,0.5,0.5,0.0143,1τ,1.0,discharge_first,0.2768540768538288,2.5000000050478626,2.499999994692601,-4.999999999740464,-1.0355261093053514e-08,-1.943612318180243,5.000000010095725,4.999999989385202,0.9999999958578953,6332.408742196827,5576.896385796459,ok,4056,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.986010082342,4397.506070970018,3863.359980084911,256.29930050411707,3760.840259883264,True,3504.540959379147,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,29,DC0.90C_baseline,0.9C_DC,ok,20,DC0.90C+AC0.10C_f0.00086Hz,0.9+0.1C 16.7τ,ok,0.9,0.1,0.00086,16.7τ,0.11111111111111112,discharge_first,0.0024633798582485156,4.500009652486069,0.49998434383701396,-4.9999939963230835,-4.000025308649056,-4.452717113772817,5.000010724984521,4.99984343837014,0.11110739363876548,2976.8591136879877,2991.492420418357,ok,179,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.246538546687,3721.0738921099755,3690.737183360412,256.26232692733436,3588.2322525894783,True,3331.969925662144,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,29,DC0.90C_baseline,0.9C_DC,ok,21,DC0.90C+AC0.10C_f0.00860Hz,0.9+0.1C 1.67τ,ok,0.9,0.1,0.0086,1.67τ,0.11111111111111112,discharge_first,0.02464927120760052,4.5000000148543275,0.49999998481018526,-4.999999999664513,-4.000000030044142,-4.4744581238611305,5.000000016504808,4.999999848101853,0.11111110736882322,2976.8591136879877,2973.141809316947,ok,659,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.246538546687,3721.0738921099755,3711.626540141179,256.26232692733436,3609.121609370245,True,3352.8592824429106,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,29,DC0.90C_baseline,0.9C_DC,ok,22,DC0.90C+AC0.10C_f0.00143Hz,0.9+0.1C 10τ,ok,0.9,0.1,0.00143,10τ,0.11111111111111112,discharge_first,0.004096474798120475,4.500082502732919,0.4999174632828165,-4.999999966015736,-4.000165039450103,-4.439102533206312,5.000091669703243,4.999174632828165,0.11109073288750028,2976.8591136879877,3063.402720375896,ok,198,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.246538546687,3721.0738921099755,3802.4538192924765,256.26232692733436,3618.568961339042,True,3362.3066344117074,admissible
data/results_day8_x2_dfn_mj1freq_v2.json,results_day8_x2_dfn_mj1freq_v2.json,29,DC0.90C_baseline,0.9C_DC,ok,23,DC0.90C+AC0.10C_f0.01430Hz,0.9+0.1C 1τ,ok,0.9,0.1,0.0143,1τ,0.11111111111111112,discharge_first,0.040967806197335754,4.500000270657775,0.49999972865141373,-4.999999999309189,-4.000000542006362,-4.467812864609378,5.0000003007308615,4.999997286514137,0.11111104412852127,2976.8591136879877,2975.676484057134,ok,1026,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.246538546687,3721.0738921099755,3716.552800698568,256.26232692733436,3614.047869927634,True,3357.7855430002996,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,24,DC0.10C_baseline,0.1C_DC,ok,0,DC0.10C+AC0.90C_f0.00666Hz,0.1+0.9C 1τ,ok,0.1,0.9,0.0066609315988250106,1τ,9.0,discharge_first,0.654789734489821,0.5000004573429515,4.499999534324871,-4.999999991667823,3.9999990769819203,-0.5092440246095514,5.000004573429515,4.99999948258319,8.999990836484997,36025.57172325896,29242.890707891784,ok,14055,0,0,9.094947017729282e-13,9.094947017729282e-13,5126.313074640762,5003.551628230411,4040.9726592107936,256.31565373203813,3938.4463977179785,True,3682.13074398594,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,24,DC0.10C_baseline,0.1C_DC,ok,1,DC0.10C+AC0.20C_f0.00666Hz,0.1+0.2C 1τ,ok,0.1,0.2,0.0066609315988250106,1τ,2.0,discharge_first,0.14052579688986855,0.49999999793063704,0.9999999979293936,-1.4999999958600307,0.49999999999875666,-0.4650107991801543,4.99999997930637,4.999999989646968,2.0000000041362394,36025.57172325896,34939.47930405855,ok,8982,0,0,9.094947017729282e-13,9.094947017729282e-13,5126.313074640762,5003.551628230411,4845.084791481727,256.31565373203813,4742.558529988912,True,4486.242876256873,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,25,DC0.20C_baseline,0.2C_DC,ok,2,DC0.20C+AC0.30C_f0.00666Hz,0.2+0.3C 1τ,ok,0.2,0.3,0.0066609315988250106,1τ,1.4999999999999998,discharge_first,0.181757100405064,1.0000000384513383,1.4999999252794207,-2.499999963730759,0.4999998868280824,-0.8992901688535367,5.0000001922566915,4.999999750931402,1.4999998676024182,17512.350031736467,16475.798373832848,ok,5093,1,0,2.8591509362740908e-05,9.094947017729282e-13,5126.330513298943,4864.541646890844,4565.419772843448,256.31652566494716,4462.893162577469,True,4206.576636912522,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,25,DC0.20C_baseline,0.2C_DC,ok,3,DC0.20C+AC0.30C_f0.00067Hz,0.2+0.3C 10τ,ok,0.2,0.3,0.0006660931598825011,10τ,1.4999999999999998,discharge_first,0.017949328833038902,0.999996095216473,1.499994007143335,-2.499990102359808,0.49999791192686205,-1.0356788415145373,4.9999804760823645,4.999980023811117,1.4999998643180956,17512.350031736467,16173.460085115,ok,579,1,0,2.8591509362740908e-05,9.094947017729282e-13,5126.330513298943,4864.541646890844,4409.524505895388,256.31652566494716,4306.997895629409,True,4050.6813699644617,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,25,DC0.20C_baseline,0.2C_DC,ok,4,DC0.20C+AC0.30C_f0.00019Hz,0.2+0.3C 34.8τ,ok,0.2,0.3,0.00019097775912715065,34.8τ,1.4999999999999998,discharge_first,0.005140090007532017,1.0000831884583359,1.4998649146742242,-2.49994810313256,0.49978172621588834,-0.986356342397059,5.000415942291679,4.999549715580748,1.4997401536029416,17512.350031736467,18880.639307649035,ok,305,1,0,2.8591509362740908e-05,9.094947017729282e-13,5126.330513298943,4864.541646890844,4625.883581582554,256.31652566494716,4523.356971316575,True,4267.040445651628,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,25,DC0.20C_baseline,0.2C_DC,ok,5,DC0.20C+AC0.80C_f0.06661Hz,0.2+0.8C 0.1τ,ok,0.2,0.8,0.0666093159882501,0.1τ,4.0,discharge_first,0.6339553313747397,1.0000000177315274,3.9999999704197284,-4.999999988151256,2.999999952688201,-0.7769959336921015,5.000000088657637,4.99999996302466,3.999999899493621,17512.350031736467,14918.71820958303,ok,71075,1,0,2.8591509362740908e-05,9.094947017729282e-13,5126.330513298943,4864.541646890844,4139.81146079033,256.31652566494716,4037.284850524351,True,3780.9683248594038,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,25,DC0.20C_baseline,0.2C_DC,ok,6,DC0.20C+AC0.80C_f0.00666Hz,0.2+0.8C 1τ,ok,0.2,0.8,0.0066609315988250106,1τ,4.0,discharge_first,0.4992893958473674,0.9999999430528863,3.9999997127969733,-4.99999965584986,2.999999769744087,-0.7408319464951225,4.9999997152644315,4.999999640996216,3.9999999405854245,17512.350031736467,14379.295190260525,ok,6549,1,0,2.8591509362740908e-05,9.094947017729282e-13,5126.330513298943,4864.541646890844,3972.2839799387484,256.31652566494716,3869.7573696727695,True,3613.4408440078223,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,ok,8,DC0.30C+AC0.70C_f0.06661Hz,0.3+0.7C 0.1τ,ok,0.3,0.7,0.0666093159882501,0.1τ,2.3333333333333335,discharge_first,1.0025623841031086,1.4999999952070382,3.499999993293745,-4.999999988500783,1.999999998086707,-0.9842591893087186,4.999999984023461,4.999999990419636,2.333333336318215,11345.449198764976,9739.352661414383,ok,43233,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,4053.0170966412907,256.2994121486482,3950.4973317818312,True,3694.197919633183,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,ok,9,DC0.30C+AC0.70C_f0.00666Hz,0.3+0.7C 1τ,ok,0.3,0.7,0.0066609315988250106,1τ,2.3333333333333335,discharge_first,0.30237211626686666,1.500002555971302,3.4999964880288035,-4.999999044000106,1.9999939320575018,-1.102411224007227,5.00000851990434,4.999994982898291,2.333327016074608,11345.449198764976,9425.082822435828,ok,4163,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,3907.1089062037445,256.2994121486482,3804.589141344285,True,3548.289729195637,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,ok,11,DC0.30C+AC0.40C_f0.06661Hz,0.3+0.4C 0.1τ,ok,0.3,0.4,0.0666093159882501,0.1τ,1.3333333333333335,discharge_first,1.286304177922438,1.5000000025909808,1.9999999926245096,-3.4999999952154903,0.4999999900335288,-1.1486127658200969,5.0000000086366025,4.999999981561274,1.3333333261132456,11345.449198764976,10204.48822398134,ok,33881,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,4247.630605314155,256.2994121486482,4145.110840454696,True,3888.8114283060477,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,ok,12,DC0.30C+AC0.40C_f0.00666Hz,0.3+0.4C 1τ,ok,0.3,0.4,0.0066609315988250106,1τ,1.3333333333333335,discharge_first,0.1707601678683075,1.4999998653032223,1.9999998389024811,-3.4999997042057034,0.49999997359925863,-1.2754716139688462,4.999999551010741,4.999999597256203,1.3333333456654577,11345.449198764976,10018.631990930122,ok,3439,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,4158.882846120281,256.2994121486482,4056.3630812608217,True,3800.0636691121736,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,26,DC0.30C_baseline,0.3C_DC,ok,13,DC0.30C+AC0.40C_f0.00067Hz,0.3+0.4C 10τ,ok,0.3,0.4,0.0006660931598825011,10τ,1.3333333333333335,discharge_first,0.01686834537575055,1.4999834828522687,1.9999638061352907,-3.4999472889875594,0.4999803232830218,-1.3995338458222735,4.999944942840896,4.999909515338226,1.3333238858952585,11345.449198764976,10064.671643099386,ok,416,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.988242972963,4727.270499485405,4023.634672001586,256.2994121486482,3921.1149071421264,True,3664.8154949934783,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,27,DC0.40C_baseline,0.4C_DC,ok,14,DC0.40C+AC0.60C_f0.01332Hz,0.4+0.6C 0.5τ,ok,0.4,0.6,0.013321863197650021,0.5τ,1.4999999999999998,discharge_first,0.3906462846423162,1.9999999978648293,2.999999982719394,-4.9999999805842235,0.9999999848545649,-1.3330130596076608,4.999999994662073,4.99999997119899,1.499999992961075,8245.777916981073,7110.886899022766,ok,5503,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3936.8813385939716,256.29475865442873,3834.3634351322003,True,3578.0686764777715,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,27,DC0.40C_baseline,0.4C_DC,ok,15,DC0.40C+AC0.50C_f0.00401Hz,0.4+0.5C 1.67τ,ok,0.4,0.5,0.004005874947545111,1.67τ,1.25,discharge_first,0.09572455040552441,1.999990904627793,2.499990206607874,-4.499981111235667,0.4999993019800808,-1.6876603097160972,4.999977261569482,4.999980413215748,1.2500007879151496,8245.777916981073,7163.411856317189,ok,1562,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3941.9711679051297,256.29475865442873,3839.4532644433584,True,3583.1585057889297,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,27,DC0.40C_baseline,0.4C_DC,ok,16,DC0.40C+AC0.60C_f0.00401Hz,0.4+0.6C 1.67τ,ok,0.4,0.6,0.004005874947545111,1.67τ,1.4999999999999998,discharge_first,0.11507133703370398,2.0000272050133714,3.000023389909362,-5.000050594922733,0.9999961848959904,-1.5672325478853433,5.000068012533428,5.00003898318227,1.4999912913131124,8245.777916981073,6927.001366505245,ok,1616,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3813.8713078562487,256.29475865442873,3711.3534043944774,True,3455.0586457400486,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,27,DC0.40C_baseline,0.4C_DC,ok,17,DC0.40C+AC0.60C_f0.00133Hz,0.4+0.6C 5τ,ok,0.4,0.6,0.0013321863197650022,5τ,1.4999999999999998,discharge_first,0.03801393633882855,1.9999467422615784,2.9998959004723216,-4.9998426427339,0.9999491582107431,-1.668940133064304,4.999866855653946,4.9998265007872025,1.499987893217587,8245.777916981073,7248.180565378938,ok,637,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3871.637151682884,256.29475865442873,3769.1192482211127,True,3512.824489566684,admissible
data/results_day8_x4_dfn_chenfreq.json,results_day8_x4_dfn_chenfreq.json,27,DC0.40C_baseline,0.4C_DC,ok,18,DC0.40C+AC0.60C_f0.00067Hz,0.4+0.6C 10τ,ok,0.4,0.6,0.0006660931598825011,10τ,1.4999999999999998,discharge_first,0.018974538720528678,1.9999100986184637,2.9998444945281966,-4.99975459314666,0.9999343959097327,-1.826426133058167,4.999775246546159,4.999740824213661,1.4999896728360373,8245.777916981073,7077.462200493681,ok,391,0,0,9.094947017729282e-13,9.094947017729282e-13,5125.895173088575,4580.9877316561515,3688.456643095,256.29475865442873,3585.9387396332286,True,3329.6439809788,admissible
