parameter_set,model_type,condition,keyword,variable_key
Chen2020,DFN,DC03_AC07_0p1tau,stoichiometry,X-averaged positive particle surface stoichiometry
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Average negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Average negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Average positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Average positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Battery negative particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Battery particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Battery positive particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Maximum negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Maximum negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Maximum positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Maximum positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Minimum negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Minimum negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Minimum positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Minimum positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Negative particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,Positive particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,R-averaged negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,R-averaged negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,R-averaged positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,R-averaged positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,X-averaged negative particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,X-averaged negative particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,X-averaged positive particle concentration
Chen2020,DFN,DC03_AC07_0p1tau,particle concentration,X-averaged positive particle concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Maximum negative particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Maximum negative particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Maximum positive particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Maximum positive particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Minimum negative particle Minimum negative particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Minimum negative particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Minimum positive particle Minimum positive particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Minimum positive particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Negative particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Negative particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Positive particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,Positive particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,X-averaged negative particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,X-averaged negative particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,X-averaged positive particle surface concentration
Chen2020,DFN,DC03_AC07_0p1tau,surface concentration,X-averaged positive particle surface concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Electrolyte concentration concatenation [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Negative electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Negative electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Positive electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Positive electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Separator electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,Separator electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged negative electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged negative electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged positive electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged positive electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged separator electrolyte concentration [Molar]
Chen2020,DFN,DC03_AC07_0p1tau,electrolyte concentration,X-averaged separator electrolyte concentration [mol.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Battery negative particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Battery particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Battery positive particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Contact overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Negative electrode SEI film overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Negative electrode lithium plating reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Negative electrode reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Negative particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Positive electrode SEI film overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Positive electrode lithium plating reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Positive electrode reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,Positive particle concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged SEI film overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged battery concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged battery negative reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged battery positive reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged battery reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged concentration overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged electrolyte overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged negative electrode SEI film overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged negative electrode lithium plating reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged negative electrode reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged positive electrode SEI film overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged positive electrode lithium plating reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged positive electrode reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,overpotential,X-averaged reaction overpotential [V]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode SEI interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode SEI on cracks interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode SEI volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode lithium plating interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode lithium plating volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Negative electrode volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode SEI interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode SEI on cracks interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode SEI volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode lithium plating interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode lithium plating volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Positive electrode volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Sum of negative electrode volumetric interfacial current densities [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Sum of positive electrode volumetric interfacial current densities [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Sum of volumetric interfacial current densities [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Sum of x-averaged negative electrode volumetric interfacial current densities [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,Sum of x-averaged positive electrode volumetric interfacial current densities [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode SEI interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode SEI on cracks interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode SEI on cracks volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode SEI volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode lithium plating interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode lithium plating volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode total interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode total volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged negative electrode volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode SEI interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode SEI on cracks interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode SEI on cracks volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode SEI volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode lithium plating interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode lithium plating volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode total interfacial current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode total volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,interfacial current,X-averaged positive electrode volumetric interfacial current density [A.m-3]
Chen2020,DFN,DC03_AC07_0p1tau,exchange current,Exchange current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,exchange current,Negative electrode exchange current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,exchange current,Positive electrode exchange current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,exchange current,X-averaged negative electrode exchange current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,exchange current,X-averaged positive electrode exchange current density [A.m-2]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,Gradient of negative electrode potential [V.m-1]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,Gradient of positive electrode potential [V.m-1]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,Negative electrode potential [V]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,Positive electrode potential [V]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,X-averaged negative electrode potential [V]
Chen2020,DFN,DC03_AC07_0p1tau,electrode potential,X-averaged positive electrode potential [V]
Chen2020,DFN,DC03_AC07_0p1tau,temperature,Ambient temperature [C]
Chen2020,DFN,DC03_AC07_0p1tau,temperature,Ambient temperature [K]
Chen2020,DFN,DC03_AC07_0p1tau,temperature,Cell temperature [C]
Chen2020,DFN,DC03_AC07_0p1tau,temperature,Cell temperature [K]
