Q_Ah,t_full_s,t_even_s,t_odd_s,dt_even_minus_odd_s,dt_full_minus_even_s,dt_full_minus_odd_s
1.84,4871.1260141411785,4871.246812921838,4872.005035525773,-0.7582226039348825,-0.12079878065924277,-0.8790213845941253
1.85,4897.598071946141,4897.718865943966,4898.47709700367,-0.7582310597035757,-0.12079399782487599,-0.8790250575284517
1.86,4924.070204185205,4924.190994787908,4924.949237912189,-0.758243124281762,-0.12079060270298214,-0.8790337269847441
1.87,4950.5423416832145,4950.663135205753,4951.421367367996,-0.7582321622430754,-0.12079352253840625,-0.8790256847814817
1.8800000000000001,4977.014314528755,4977.135111987121,4977.893333110262,-0.7582211231410838,-0.12079745836581424,-0.879018581506898
1.8900000000000001,5003.486259765697,5003.607036210318,5004.3652998075795,-0.7582635972612479,-0.12077644462169701,-0.8790400418829449
1.9000000000000001,5029.958220183902,5030.0790123352235,5030.837245221523,-0.7582328862990835,-0.12079215132143872,-0.8790250376205222
1.9100000000000001,5056.430184689067,5056.550988909724,5057.3091958240375,-0.7582069143136323,-0.12080422065719176,-0.8790111349708241
1.9200000000000002,5082.9021016929455,5083.022904702975,5083.781115570056,-0.7582108670803791,-0.12080301002970373,-0.8790138771100828
1.9300000000000002,5109.374012463946,5109.494826953549,5110.253019465747,-0.7581925121976383,-0.12081448960270791,-0.8790070018003462
1.9400000000000002,5135.846020259131,5135.9668307800075,5136.725026278898,-0.7581954988909274,-0.12081052087614808,-0.8790060197670755
1.9500000000000002,5162.3179007820445,5162.438721327638,5163.196895391657,-0.758174064018931,-0.12082054559323296,-0.8789946096121639
1.9600000000000002,5188.789794280404,5188.910613345927,5189.668787170849,-0.7581738249218688,-0.12081906552339206,-0.8789928904452609
1.97,5215.261685907309,5215.382517525698,5216.140670697501,-0.7581531718033148,-0.12083161838927481,-0.8789847901925896
1.98,5241.73371440969,5241.85455448914,5242.612698504305,-0.7581440151643619,-0.12084007945031772,-0.8789840946146796
1.99,5268.205725380868,5268.326567975335,5269.084700646337,-0.7581326710023859,-0.12084259446692158,-0.8789752654693075
2.0,5294.6776795172045,5294.798534380623,5295.55664065672,-0.7581062760973509,-0.12085486341857177,-0.8789611395159227
2.01,5321.149636176285,5321.2705055298675,5322.028581245219,-0.7580757153518789,-0.12086935358274786,-0.8789450689346268
2.02,5347.621596035984,5347.742451127803,5348.500560950857,-0.7581098230539283,-0.12085509181906673,-0.878964914872995
2.03,5374.093662419527,5374.214499496831,5374.972645072318,-0.7581455754871058,-0.12083707730380411,-0.8789826527909099
2.04,5400.565668181362,5400.686508829691,5401.444651061363,-0.7581422316725366,-0.12084064832924923,-0.8789828800017858
2.05,5427.037601273624,5427.158448428049,5427.916568518319,-0.7581200902695855,-0.12084715442506422,-0.8789672446946497
2.06,5453.509579505947,5453.630414228407,5454.388564724389,-0.7581504959816812,-0.12083472246013116,-0.8789852184418123
2.07,5479.981560832095,5480.102414762844,5480.860524623529,-0.758109860685181,-0.1208539307490355,-0.8789637914342165
2.08,5506.4535719538535,5506.574432919707,5507.3325301651985,-0.7580972454916264,-0.12086096585335326,-0.8789582113449796
2.09,5532.925546810878,5533.046404226674,5533.804505268632,-0.7581010419580707,-0.12085741579630849,-0.8789584577543792
2.0999999999999996,5559.397506084004,5559.51836728915,5560.276460217902,-0.7580929287523759,-0.12086120514595677,-0.8789541338983327
